Accession,Length,Geo_Location
MT632769,29851,"USA: Washington,Snohomish County"
MT632770,29867,"USA: Washington,Snohomish County"
MT632771,29868,"USA: Washington,Yakima County"
MT632772,29858,"USA: Washington,Pierce County"
MT632773,29840,"USA: Washington,Pierce County"
MT632774,29726,"USA: Washington,King County"
MT632775,29871,"USA: Washington,King County"
MT632776,29869,"USA: Washington,Yakima County"
MT632777,29870,"USA: Washington,Snohomish County"
MT632778,29854,"USA: Washington,Yakima County"
MT632779,29851,USA: Washington
MT632780,29868,"USA: Washington,Yakima County"
MT632781,29879,"USA: Washington,Whatcom County"
MT632782,29864,"USA: Washington,Skagit County"
MT632783,29863,"USA: Washington,Snohomish County"
MT632784,29868,"USA: Washington,Yakima County"
MT632785,29858,"USA: Washington,Yakima County"
MT632786,29874,"USA: Washington,Pierce County"
MT632787,29869,"USA: Washington,Skagit County"
MT632788,29859,"USA: Washington,Pierce County"
MT632789,29863,"USA: Washington,Whatcom County"
MT632790,29868,"USA: Washington,Pierce County"
MT632791,29879,"USA: Washington,Yakima County"
MT632792,29867,"USA: Washington,Snohomish County"
MT632793,29870,"USA: Washington,Yakima County"
MT632794,29868,"USA: Washington,Yakima County"
MT632795,29864,"USA: Washington,Pierce County"
MT632796,29857,"USA: Washington,Yakima County"
MT632797,29875,"USA: Washington,Pierce County"
MT632798,29872,"USA: Washington,Adams County"
MT632799,29868,"USA: Washington,Yakima County"
MT632800,29879,"USA: Washington,Whatcom County"
MT632801,29868,"USA: Washington,Skagit County"
MT632802,29868,"USA: Washington,Whatcom County"
MT632803,29878,"USA: Washington,Adams County"
MT632804,29875,"USA: Washington,Yakima County"
MT632805,29852,"USA: Washington,Pierce County"
MT632806,29877,"USA: Washington,King County"
MT632807,29858,"USA: Washington,Skagit County"
MT632808,29868,"USA: Washington,Yakima County"
MT632809,29820,USA: Washington
MT632810,29872,"USA: Washington,Skagit County"
MT632811,29863,USA: Washington
MT632812,29878,USA: Washington
MT632813,29878,"USA: Washington,Whatcom County"
MT632814,29877,"USA: Washington,Yakima County"
MT632815,29859,"USA: Washington,Snohomish County"
MT632816,29877,"USA: Washington,Yakima County"
MT632817,29875,"USA: Washington,Mason County"
MT632818,29863,"USA: Washington,Skagit County"
MT632819,29860,"USA: Washington,Skagit County"
MT632820,29856,"USA: Washington,King County"
MT632821,29869,"USA: Washington,Pierce County"
MT632822,29863,USA: Washington
MT632823,29856,"USA: Washington,Pierce County"
MT632824,29872,"USA: Washington,Pierce County"
MT632825,29852,"USA: Washington,Yakima County"
MT632826,29868,"USA: Washington,Yakima County"
MT632827,29868,"USA: Washington,Yakima County"
MT632828,29868,"USA: Washington,Pierce County"
MT632829,29870,"USA: Washington,Yakima County"
MT632830,29868,"USA: Washington,Pierce County"
MT632831,29868,"USA: Washington,Whatcom County"
MT632832,29868,"USA: Washington,Yakima County"
MT632833,29868,"USA: Washington,Pierce County"
MT632834,29870,USA: Washington
MT632835,29867,"USA: Washington,Whatcom County"
MT632836,29872,"USA: Washington,Yakima County"
MT632837,29857,USA: Washington
MT632838,29861,"USA: Washington,Skagit County"
MT632839,29857,"USA: Washington,Skagit County"
MT632840,29860,"USA: Washington,Pierce County"
MT632841,29863,"USA: Washington,Yakima County"
MT632842,29857,"USA: Washington,Pierce County"
MT632843,29868,"USA: Washington,Yakima County"
MT632844,29857,"USA: Washington,Whatcom County"
MT632845,29861,"USA: Washington,Yakima County"
MT632846,29863,"USA: Washington,Pierce County"
MT632847,29868,"USA: Washington,Yakima County"
MT632848,29859,"USA: Washington,Skagit County"
MT632849,29863,"USA: Washington,Skagit County"
MT632850,29868,"USA: Washington,Pierce County"
MT632851,29868,"USA: Washington,Yakima County"
MT632852,29848,"USA: Washington,Pierce County"
MT632853,29863,"USA: Washington,Yakima County"
MT632854,29872,"USA: Washington,Yakima County"
MT632855,29876,"USA: Washington,Whatcom County"
MT632856,29868,"USA: Washington,Yakima County"
MT632857,29862,USA: Washington
MT632858,29861,"USA: Washington,King County"
MT632859,29863,"USA: Washington,Yakima County"
MT632860,29860,"USA: Washington,Pierce County"
MT632861,29869,"USA: Washington,Mason County"
MT632862,29818,"USA: Washington,Yakima County"
MT632863,29860,"USA: Washington,Pierce County"
MT632864,29868,USA: Washington
MT632865,29859,"USA: Washington,Franklin County"
MT632866,29862,"USA: Washington,Yakima County"
MT632867,29867,"USA: Washington,Yakima County"
MT632868,29863,"USA: Washington,Yakima County"
MT632869,29855,"USA: Washington,Yakima County"
MT632870,29872,USA: Washington
MT632871,29868,"USA: Washington,Yakima County"
MT632872,29860,"USA: Washington,Yakima County"
MT632873,29863,"USA: Washington,Pierce County"
MT632874,29859,"USA: Washington,King County"
MT632875,29871,"USA: Washington,Yakima County"
MT632876,29857,"USA: Washington,Pierce County"
MT632877,29859,"USA: Washington,Pierce County"
MT632878,29868,"USA: Washington,Yakima County"
MT632879,29863,"USA: Washington,Pierce County"
MT632880,29857,"USA: Washington,Pierce County"
MT632881,29867,"USA: Washington,Pierce County"
MT632882,29859,"USA: Washington,Yakima County"
MT632883,29869,"USA: Washington,Yakima County"
MT632884,29860,"USA: Washington,King County"
MT632885,29857,"USA: Washington,Yakima County"
MT632886,29868,"USA: Washington,Yakima County"
MT632887,29859,"USA: Washington,Yakima County"
MT632888,29872,"USA: Washington,Yakima County"
MT632889,29862,"USA: Washington,Snohomish County"
MT632890,29868,"USA: Washington,Yakima County"
MT632891,29801,"USA: Washington,Yakima County"
MT632892,29849,"USA: Washington,Yakima County"
MT632893,29870,"USA: Washington,Yakima County"
MT632894,29849,"USA: Washington,Snohomish County"
MT632895,29868,"USA: Washington,Yakima County"
MT632896,29857,"USA: Washington,King County"
MT632897,29868,"USA: Washington,Yakima County"
MT632898,29851,USA: Washington
MT632899,29854,"USA: Washington,Asotin County"
MT632900,29869,"USA: Washington,Adams County"
MT632901,29868,"USA: Washington,Yakima County"
MT632902,29868,"USA: Washington,Yakima County"
MT632903,29871,"USA: Washington,Yakima County"
MT632904,29868,"USA: Washington,Yakima County"
MT632905,29859,"USA: Washington,King County"
MT632906,29869,USA: Washington
MT632907,29868,"USA: Washington,Yakima County"
MT632908,29868,"USA: Washington,Grant County"
MT632909,29830,"USA: Washington,Pierce County"
MT632910,29859,"USA: Washington,Benton County"
MT632911,29863,"USA: Washington,Yakima County"
MT632912,29859,"USA: Washington,Whatcom County"
MT632913,29869,USA: Washington
MT632914,29858,"USA: Washington,Franklin County"
MT632915,29852,"USA: Washington,Yakima County"
MT632916,29851,"USA: Washington,Franklin County"
MT632917,29857,"USA: Washington,Yakima County"
MT632918,29879,"USA: Washington,Yakima County"
MT632919,29870,"USA: Washington,Asotin County"
MT632920,29869,"USA: Washington,Yakima County"
MT632921,29856,"USA: Washington,Yakima County"
MT632922,29868,"USA: Washington,Yakima County"
MT632923,29813,"USA: Washington,Snohomish County"
MT632924,29862,USA: Washington
MT632925,29872,"USA: Washington,King County"
MT632926,29869,"USA: Washington,Yakima County"
MT632927,29868,"USA: Washington,Yakima County"
MT632928,29862,"USA: Washington,Yakima County"
MT632929,29862,USA: Washington
MT632930,29859,"USA: Washington,Yakima County"
MT632931,29862,"USA: Washington,Adams County"
MT632932,29869,"USA: Washington,King County"
MT632933,29860,"USA: Washington,King County"
MT632934,29865,"USA: Washington,Yakima County"
MT632935,29863,"USA: Washington,Pierce County"
MT632936,29864,"USA: Washington,King County"
MT632937,29871,"USA: Washington,King County"
MT632938,29870,USA: Washington
MT632939,29868,"USA: Washington,Yakima County"
MT632940,29846,"USA: Washington,King County"
MT632941,29857,"USA: Washington,Yakima County"
MT632942,29862,"USA: Washington,Franklin County"
MT632943,29857,"USA: Washington,King County"
MT632944,29870,"USA: Washington,Yakima County"
MT632945,29852,"USA: Washington,Snohomish County"
MT632946,29859,"USA: Washington,King County"
MT632947,29859,"USA: Washington,Adams County"
MT632948,29860,"USA: Washington,Yakima County"
MT632949,29863,"USA: Washington,Yakima County"
MT632950,29869,"USA: Washington,Pierce County"
MT632951,29857,USA: Washington
MT632952,29860,"USA: Washington,Yakima County"
MT632953,29858,"USA: Washington,King County"
MT632954,29860,"USA: Washington,Yakima County"
MT632955,29868,"USA: Washington,King County"
MT632956,29868,"USA: Washington,King County"
MT632957,29868,"USA: Washington,Yakima County"
MT632958,29856,"USA: Washington,Yakima County"
MT632959,29868,"USA: Washington,King County"
MT632960,29868,"USA: Washington,Yakima County"
MT632961,29857,"USA: Washington,Yakima County"
MT632962,29862,"USA: Washington,King County"
MT632963,29871,"USA: Washington,Yakima County"
MT632964,29857,"USA: Washington,Yakima County"
MT632965,29869,"USA: Washington,Yakima County"
MT632966,29868,"USA: Washington,Yakima County"
MT632967,29859,"USA: Washington,Snohomish County"
MT632968,29868,"USA: Washington,Yakima County"
MT632969,29867,"USA: Washington,King County"
MT632970,29868,"USA: Washington,Yakima County"
MT632971,29863,"USA: Washington,King County"
MT632972,29864,"USA: Washington,Yakima County"
MT632973,29876,"USA: Washington,Yakima County"
MT632974,29868,"USA: Washington,Yakima County"
MT632975,29878,"USA: Washington,Yakima County"
MT632976,29868,"USA: Washington,Yakima County"
MT632977,29867,"USA: Washington,King County"
MT632978,29868,"USA: Washington,Yakima County"
MT632979,29837,"USA: Washington,Yakima County"
MT632980,29868,USA: Washington
MT632981,29868,"USA: Washington,Yakima County"
MT632982,29860,"USA: Washington,Yakima County"
MT632983,29840,"USA: Washington,King County"
MT632984,29862,"USA: Washington,King County"
MT632985,29868,"USA: Washington,Yakima County"
MT632986,29873,"USA: Washington,Yakima County"
MT632987,29867,"USA: Washington,King County"
MT632988,29875,"USA: Washington,Yakima County"
MT632989,29863,"USA: Washington,Yakima County"
MT632990,29868,USA: Washington
MT632991,29855,"USA: Washington,Yakima County"
MT632992,29859,"USA: Washington,Yakima County"
MT632993,29868,"USA: Washington,Yakima County"
MT632994,29876,"USA: Washington,Yakima County"
MT632995,29870,"USA: Washington,Yakima County"
MT632996,29868,"USA: Washington,Yakima County"
MT632997,29855,"USA: Washington,Yakima County"
MT632998,29869,"USA: Washington,Yakima County"
MT632999,29868,"USA: Washington,Yakima County"
MT633000,29868,"USA: Washington,Snohomish County"
MT633001,29859,"USA: Washington,Kittitas County"
MT633002,29876,"USA: Washington,Yakima County"
MT633003,29865,"USA: Washington,Yakima County"
MT633004,29857,"USA: Washington,Adams County"
MT633005,29867,"USA: Washington,King County"
MT633006,29858,"USA: Washington,Yakima County"
MT633007,29847,"USA: Washington,Yakima County"
MT633008,29870,"USA: Washington,Yakima County"
MT633009,29869,"USA: Washington,Yakima County"
MT633010,29868,"USA: Washington,Yakima County"
MT633011,29863,"USA: Washington,Yakima County"
MT633012,29850,"USA: Washington,Whatcom County"
MT633013,29861,"USA: Washington,Yakima County"
MT633014,29868,"USA: Washington,Yakima County"
MT633015,29863,"USA: Washington,Yakima County"
MT633016,29868,"USA: Washington,Yakima County"
MT633017,29856,"USA: Washington,Yakima County"
MT633018,29863,"USA: Washington,Yakima County"
MT633019,29874,"USA: Washington,Yakima County"
MT633020,29863,"USA: Washington,Yakima County"
MT633021,29856,"USA: Washington,Yakima County"
MT633022,29851,"USA: Washington,King County"
MT633023,29868,"USA: Washington,Yakima County"
MT633024,29857,"USA: Washington,Yakima County"
MT633025,29861,"USA: Washington,Yakima County"
MT633026,29868,"USA: Washington,Yakima County"
MT633027,29857,"USA: Washington,Yakima County"
MT633028,29857,"USA: Washington,Yakima County"
MT633029,29868,"USA: Washington,Yakima County"
MT633030,29862,"USA: Washington,Yakima County"
MT633031,29857,"USA: Washington,Yakima County"
MT633032,29857,"USA: Washington,Yakima County"
MT633033,29867,"USA: Washington,Yakima County"
MT633034,29868,"USA: Washington,Yakima County"
MT633035,29857,"USA: Washington,Yakima County"
MT633036,29857,"USA: Washington,Yakima County"
MT633037,29860,"USA: Washington,Yakima County"
MT633038,29862,"USA: Washington,Yakima County"
MT633039,29868,"USA: Washington,Yakima County"
MT633040,29853,"USA: Washington,Yakima County"
MT633041,29857,"USA: Washington,Yakima County"
MT633042,29850,"USA: Washington,King County"
MT633043,29846,"USA: Washington,Yakima County"
MT633044,29867,"USA: Washington,Franklin County"
MT633045,29859,"USA: Washington,Yakima County"
MT633046,29869,"USA: Washington,Yakima County"
LC553269,29889,Japan
LC553270,29889,Japan
MT614447,29782,USA: CA
MT614448,29782,USA: CA
MT614449,29782,USA: CA
MT614450,29782,USA: CA
MT614451,29782,USA: CA
MT614452,29773,USA: CA
MT614453,29773,USA: CA
MT614454,29782,USA: CA
MT614455,29782,USA: CA
MT614456,29782,USA: CA
MT614457,29782,USA: CA
MT614458,29781,USA: CA
MT614459,29782,USA: CA
MT614460,29782,USA: CA
MT614461,29782,USA: CA
MT614462,29782,USA: CA
MT614463,29782,USA: CA
MT614464,29782,USA: CA
MT614465,29782,USA: CA
MT614466,29782,USA: CA
MT614467,29782,USA: CA
MT614468,29782,USA: CA
MT614469,29782,USA: CA
MT614470,29782,USA: CA
MT614471,29782,USA: CA
MT614472,29782,USA: CA
MT614473,29782,USA: CA
MT614474,29782,USA: CA
MT614475,29782,USA: CA
MT614476,29782,USA: GA
MT614477,29782,USA: MA
MT614478,29782,USA: MA
MT614479,29782,USA: MA
MT614480,29782,USA: MA
MT614481,29782,USA: MA
MT614482,29782,USA: MA
MT614483,29782,USA: MA
MT614484,29782,USA: MA
MT614485,29782,USA: MA
MT614486,29782,USA: MA
MT614487,29782,USA: MA
MT614488,29782,USA: MI
MT614489,29782,USA: MI
MT614490,29782,USA: MI
MT614491,29782,USA: MI
MT614492,29782,USA: MI
MT614493,29782,USA: MI
MT614494,29782,USA: NJ
MT614495,29782,USA: NJ
MT614496,29782,USA: NJ
MT614497,29773,USA: NJ
MT614498,29782,USA: NJ
MT614499,29782,USA: NY
MT614500,29782,USA: NY
MT614501,29773,USA: NY
MT614502,29782,USA: NY
MT614503,29782,USA: NY
MT614504,29782,USA: NY
MT614505,29782,USA: NY
MT614506,29782,USA: PA
MT614507,29782,USA: TX
MT614508,29782,USA: TX
MT614509,29782,USA: TX
MT614510,29779,USA: UT
MT614511,29782,USA: UT
MT614512,29782,USA: UT
MT614513,29782,USA: UT
MT614514,29782,USA: UT
MT614515,29782,USA: UT
MT614516,29782,USA: UT
MT614517,29782,USA: UT
MT614518,29782,USA: UT
MT614519,29782,USA: UT
MT614520,29782,USA: UT
MT614521,29782,USA: WA
MT614522,29782,USA: WA
MT614523,29782,USA: CA
MT614524,29782,USA: CA
MT614525,29782,USA: CA
MT614526,29782,USA: CA
MT614527,29782,USA: FL
MT614528,29782,USA: GA
MT614529,29782,USA: GA
MT614530,29782,USA: GA
MT614531,29782,USA: MA
MT614532,29782,USA: MA
MT614533,29782,USA: MA
MT614534,29782,USA: MA
MT614535,29782,USA: MA
MT614536,29782,USA: MD
MT614537,29782,USA: NJ
MT614538,29782,USA: NJ
MT614539,29773,USA: NJ
MT614540,29782,USA: NJ
MT614541,29782,USA: NJ
MT614542,29782,USA: NY
MT614543,29782,USA: NY
MT614544,29782,USA: NY
MT614545,29785,USA: NY
MT614546,29782,USA: NY
MT614547,29782,USA: NY
MT614548,29782,USA: NY
MT614549,29782,USA: NY
MT614550,29782,USA: NY
MT614551,29782,USA: NY
MT614552,29782,USA: NY
MT614553,29782,USA: NY
MT614554,29773,USA: NY
MT614555,29782,USA: TN
MT614556,29782,USA: UT
MT614557,29782,USA: UT
MT614558,29782,USA: UT
MT614559,29782,USA: UT
MT614560,29782,USA: UT
MT614561,29782,USA: GA
MT614562,29782,USA: MA
MT614563,29782,USA: UT
MT620766,29870,USA
MT620767,29860,USA
MT620769,29891,USA
MT620770,29882,USA
MT620771,29861,USA
MT620772,29860,USA
MT621560,29873,Hong Kong
MT622319,29889,China
MT622321,29835,Italy
MT365025,29881,USA: KY
MT365026,29888,USA: KY
MT365027,29888,USA: KY
MT510690,29760,Egypt
MT510691,29760,Egypt
MT510692,29760,Egypt
MT510693,29760,Egypt
MT510694,29760,Egypt
MT510695,29760,Egypt
MT510696,29795,Egypt
MT510697,29760,Egypt
MT510698,29760,Egypt
MT510699,29760,Egypt
MT510700,29801,Egypt
MT510701,29797,Egypt
MT510702,29760,Egypt
MT510703,29760,Egypt
MT511059,29760,Egypt
MT511065,29760,Egypt
MT511083,29760,Egypt
MT511084,29760,Egypt
MT517443,29760,Egypt
MT605815,29857,"USA: Washington,King County"
MT605816,29857,"USA: Washington,King County"
MT605817,29857,"USA: Washington,King County"
MT605818,29845,Turkey
MT606515,29540,"USA: Maricopa County, Arizona"
MT606516,29540,"USA: Maricopa Country, Arizona"
MT607244,29800,India: Gandhinagar
MT607245,29903,Bangladesh: Dhaka
MT607246,29903,Bangladesh: Narayanganj
MT607247,29903,Bangladesh: Dhaka
MT607248,29903,Bangladesh: Dhaka
MT607249,29800,India: Kadi
MT607250,29800,India: Kadi
MT607251,29800,India: Gandhinagar
MT607252,29898,Bangladesh: Narayanganj
MT607253,29903,Bangladesh: Narayanganj
MT607254,29881,Bangladesh: Narayanganj
MT607255,29885,Bangladesh: Narayanganj
MT607601,29800,India: Gandhinagar
MT607602,29800,India: Kalol
MT607603,29800,India: Ahmedabad
MT607604,29800,India: Ahmedabad
MT607605,29800,India: Ahmedabad
MT607606,29800,India: Ahmedabad
MT607607,29800,India: Ahmedabad
MT607608,29800,India: Ahmedabad
MT607609,29800,India: Ahmedabad
MT607610,29800,India: Gandhinagar
MT607611,29800,India: Ahmedabad
MT607612,29800,India: Gandhinagar
MT607613,29800,India: Kalol
MT607614,29800,India: Ahmedabad
MT607615,29800,India: Vadodara
MT607616,29800,India: Kalol
MT607617,29800,India: Ahmedabad
MT607618,29800,India: Vadodara
MT607619,29800,India: Ahmedabad
MT607620,29800,India: Ahmedabad
MT607621,29800,India: Ahmedabad
MT608648,29800,India: Ahmedabad
MT609558,29899,USA: Virginia
MT609559,29903,USA: Virginia
MT609560,29900,USA: Virginia
MT609561,29876,USA: Virginia
MT609562,29903,USA: Virginia
MT609563,29858,USA: Virginia
MT609564,29901,USA: Virginia
MT609565,29903,USA: Virginia
MT609566,29900,USA: Virginia
MT609567,29887,USA: Virginia
